asin,sku,date,sales,spend,clicks,impressions,orders,conversion_rate,acos,roas,ctr,cpc,conversions,same_sku_sales,same_sku_orders,daily_budget,total_budget,max_spend,avg_spend,total_sales,total_acos,total_units,organic_sales,organic_orders,page_views,ad_sales_perc,tos_is,aov,sessions,buy_box_percentage,browser_sessions,mobile_app_sessions
B0DG2XVHLQ,"""None""","""2026-03-01""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,59,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-02""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,55,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-03""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,76,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-04""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,79,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-05""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,437.14,0,1,437.14,1,97,0,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-06""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,102,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-07""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,874.28,0,2,874.28,2,91,0,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-08""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,135,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-09""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,113,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-10""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,106,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-11""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,98,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-12""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,104,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-13""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,128,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-14""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,475.24,0,1,475.24,1,150,0,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-15""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,169,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-16""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,475.24,0,1,475.24,1,131,0,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-17""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,124,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-18""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,471.43,0,1,471.43,1,96,0,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-19""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,105,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-20""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,64,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-21""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,471.42,0,1,471.42,1,91,0,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-22""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,111,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-23""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,136,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-24""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,121,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-25""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,1,83,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-26""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,471.43,0,1,471.43,0,133,0,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-27""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,143,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-28""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,151,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-29""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,135,,,,0,,0,0
B0DG2XVHLQ,"""None""","""2026-03-31""",0,9.51,6,2004,0,0,,0,0.003,1.58,0,0,0,,,,,0,,0,0,0,103,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-01""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-06""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-07""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-08""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-09""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-13""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-17""",0,0,0,8,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-18""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-19""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-20""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-24""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-27""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-29""",0,0,0,6,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVMYQC2,"""None""","""2026-03-30""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
B0FGVPM2GZ,"""None""","""2026-03-01""",0,0,0,61,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-02""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-03""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-04""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-06""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-07""",0,0,0,6,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-08""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-09""",0,0,0,7,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-10""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-11""",0,0,0,18,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-12""",0,0,0,11,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-13""",0,0,0,10,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-14""",0,0,0,15,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-15""",0,0,0,13,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-16""",0,5.16,1,10,0,0,,0,0.1,5.16,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-17""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-18""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-19""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-20""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-24""",0,0,0,6,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-25""",0,0,0,6,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-28""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVPM2GZ,"""None""","""2026-03-29""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-01""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-03""",0,0,0,8,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-04""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-05""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-06""",0,0,0,7,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-07""",0,0,0,6,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-08""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-09""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-10""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-11""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-12""",0,0,0,6,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-13""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-14""",0,0,0,13,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-15""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-16""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-17""",0,0,0,9,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-18""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-19""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-20""",0,0,0,10,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-24""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-25""",0,0,0,19,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-26""",0,0,0,8,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-27""",0,0,0,13,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-28""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-29""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTNZVMZ,"""None""","""2026-03-30""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
B0FFTNZVMZ,"""None""","""2026-03-31""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
B0DG2Z6MJR,"""None""","""2026-03-01""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,64,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-02""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,71,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-03""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,80,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-04""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,106,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-05""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,96,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-06""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,74,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-07""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,51,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-08""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,70,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-09""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,96,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-10""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,102,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-11""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,52,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-12""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,56,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-13""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,475.24,0,1,475.24,1,69,0,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-14""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,46,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-15""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,62,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-16""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,70,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-17""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,83,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-18""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,79,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-19""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,42,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-20""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,29,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-21""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,25,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-22""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,38,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-23""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,42,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-24""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,53,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-25""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,33,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-26""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,43,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-27""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,77,,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-28""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,471.43,0,1,471.43,1,81,0,,,0,,0,0
B0DG2Z6MJR,"""None""","""2026-03-29""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,87,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-01""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-02""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-03""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-04""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-05""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-06""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-07""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-08""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-09""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-10""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-11""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-12""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-13""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-14""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-15""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,475.24,0,1,475.24,1,3,0,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-16""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-17""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-18""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-19""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-20""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-21""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-22""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-23""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-24""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-25""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-26""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-27""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-28""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XBNYW,"""None""","""2026-03-29""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-01""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-02""",0,0,0,12,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-03""",0,0,0,7,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-04""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-05""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,5,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-06""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-07""",0,0,0,6,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-08""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-09""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-10""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-11""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-12""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-14""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-15""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-16""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-17""",0,2.19,1,434,0,0,,0,0.0023,2.19,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-18""",0,8.28,4,970,0,0,,0,0.0041,2.07,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-19""",0,6.31,3,674,0,0,,0,0.0045,2.1,0,0,0,,,,,0,,0,0,0,6,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-20""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-24""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,665.71,0,1,665.71,1,3,0,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-25""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-26""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-27""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-29""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-30""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0F32WQR2Y,"""None""","""2026-03-31""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
B0F32T4H29,"""None""","""2026-03-01""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32T4H29,"""None""","""2026-03-02""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32T4H29,"""None""","""2026-03-03""",0,23.14,6,897,0,0,,0,0.0067,3.86,0,0,0,,,,,0,,0,0,0,7,,,,0,,0,0
B0F32T4H29,"""None""","""2026-03-04""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0F32T4H29,"""None""","""2026-03-06""",0,0,0,48,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32T4H29,"""None""","""2026-03-07""",0,0,0,100,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
